front,back
"On consiède l'arc [$](I,\overrightarrow{F})[/$] de classe C<sup>k</sup>&nbsp;sur I avec [$]k \in \mathbb{N}^*[/$].<div><br /></div><div>On suppose&nbsp;[$](I,\overrightarrow{F})[/$] sans points stationnaires.&nbsp;</div><div><br /></div><div>[$]\Gamma = \{ 0 +&nbsp;\overrightarrow{F}(t), t \in I \} =&nbsp;\{ 0 +&nbsp;\overrightarrow{G}(s), s \in J \}[/$]</div><div><br /></div><div>[$]avec \; \overrightarrow{G} ={{c1::&nbsp;\overrightarrow{F} o \; \phi}} \; et \; {{c1::\phi = (s_{| \underset {I}{J} } )^{-1} }}[/$]</div><div><br /></div><div>[$]On \; note \; &nbsp;T = {{c2::\frac{dOM}{ds} }} = {{c2::\frac { \overrightarrow{F'}(t) } { ||\overrightarrow{F'}(t)|| } }}[/$]</div><div><br /></div><div>On appelle&nbsp;[$]\overrightarrow{N}[/$] le vecteur unitaire directement orthogonal à&nbsp;[$]\overrightarrow{T}.[/$]</div><div><br /></div><div>Le repère [$](M,&nbsp;\overrightarrow{N},&nbsp;\overrightarrow{T} )[/$] est appelé {{c3::repère de Frénet au point M(t).&nbsp;}}</div>",
"On consiède l'arc [$](I,\overrightarrow{F})[/$] de classe C<sup>k</sup>&nbsp;sur I avec [$]k \in \mathbb{N}^*[/$].<div><br /></div><div>On suppose&nbsp;[$](I,\overrightarrow{F})[/$] sans points stationnaires.&nbsp;</div><div><br /></div><div>[$]\Gamma = \{ 0 +&nbsp;\overrightarrow{F}(t), t \in I \} =&nbsp;\{ 0 +&nbsp;\overrightarrow{G}(s), s \in J \} \; avec \; \overrightarrow{G} = \overrightarrow{F} o \; \phi \; et \; \phi = (s_{| \underset {I}{J} } )^{-1}[/$]</div><div><br /></div><div>[$]On \; note&nbsp;\; &nbsp;\overrightarrow{T} = \frac{dOM}{ds}= \frac { \overrightarrow{F'}(t) } { ||\overrightarrow{F'}(t)|| }[/$]&nbsp;</div><div><br /></div><div>On appelle&nbsp;[$]\overrightarrow{N}[/$] le vecteur unitaire directement orthogonal à&nbsp;[$]\overrightarrow{T}.[/$]</div><div><br /></div><div>Il existe [$]c \in \mathbb{R}[/$] tel que&nbsp;{{c1::[$]\frac{&nbsp;d\overrightarrow{T} }{ds} = c&nbsp;\overrightarrow{N}[/$]}}</div><div><br /></div><div>c est appelé courbure de l'arc&nbsp;[$](I,\overrightarrow{F})[/$] au point M(t).&nbsp;</div>",
"On consiède l'arc [$](I,\overrightarrow{F})[/$] de classe C<sup>k</sup>&nbsp;sur I avec [$]k \in \mathbb{N}^*[/$].<div><br /></div><div>On suppose&nbsp;[$](I,\overrightarrow{F})[/$] sans points stationnaires.&nbsp;</div><div><br /></div><div>[$]\Gamma = \{ 0 +&nbsp;\overrightarrow{F}(t), t \in I \} =&nbsp;\{ 0 +&nbsp;\overrightarrow{G}(s), s \in J \} \; avec \; \overrightarrow{G} = \overrightarrow{F} o \; \phi \; et \; \phi = (s_{| \underset {I}{J} } )^{-1}[/$]</div><div><br /></div><div>Soit c la courbure de l'arc&nbsp;[$](I,\overrightarrow{F})[/$] au point M(t).</div><div><br /></div><div><u>Expression de c :</u>&nbsp;</div><div><br /></div><div>[$]c = {{c1::\frac { [&nbsp;\overrightarrow{F'}(t) ,&nbsp;&nbsp;\overrightarrow{F''}(t) ] }{ ( \frac {ds}{dt} )^3 } }}&nbsp;[/$]</div>",
"On consiède l'arc [$](I,\overrightarrow{F})[/$] de classe C<sup>k</sup>&nbsp;sur I avec [$]k \in \mathbb{N}^*[/$].<div><br /></div><div>On suppose&nbsp;[$](I,\overrightarrow{F})[/$] sans points stationnaires.&nbsp;</div><div><br /></div><div>[$]\Gamma = \{ 0 +&nbsp;\overrightarrow{F}(t), t \in I \} =&nbsp;\{ 0 +&nbsp;\overrightarrow{G}(s), s \in J \} \; avec \; \overrightarrow{G} = \overrightarrow{F} o \; \phi \; et \; \phi = (s_{| \underset {I}{J} } )^{-1}[/$]</div><div><br /></div><div>Soit c la courbure de l'arc&nbsp;[$](I,\overrightarrow{F})[/$] au point M(t).</div><div><br /></div><div><u>Expression de c en représentation paramétrique :</u>&nbsp;</div><div><br /></div><div>[$]c = {{c1::\frac {x'y'' - x''y' }{(x'^2 + y'^2)^{\frac{3}{2} } } }}&nbsp;[/$]</div>",
"On consiède l'arc [$](I,\overrightarrow{F})[/$] de classe C<sup>k</sup>&nbsp;sur I avec [$]k \in \mathbb{N}^*[/$].<div><br /></div><div>On suppose&nbsp;[$](I,\overrightarrow{F})[/$] sans points stationnaires.&nbsp;</div><div><br /></div><div>[$]\Gamma = \{ 0 +&nbsp;\overrightarrow{F}(t), t \in I \} =&nbsp;\{ 0 +&nbsp;\overrightarrow{G}(s), s \in J \} \; avec \; \overrightarrow{G} = \overrightarrow{F} o \; \phi \; et \; \phi = (s_{| \underset {I}{J} } )^{-1}[/$]</div><div><br /></div><div>Soit c la courbure de l'arc&nbsp;[$](I,\overrightarrow{F})[/$] au point M(t).</div><div><br /></div><div><u>Expression de c en représentation polaire :</u>&nbsp;</div><div><br /></div><div>[$]c = {{c1::\frac {r^2 + 2r'^2 - rr'' }{(r^2 + r'^2)^{\frac{3}{2} } } }}&nbsp;[/$]</div>",
"<div><u>Définition paramètre angulaire</u></div><div><br /></div>On consiède l'arc [$](I,\overrightarrow{F})[/$] de classe C<sup>k</sup>&nbsp;sur I avec [$]k \geq 2[/$].<div><br /></div><div>On admet qu'il existe [$]\alpha : I \to \mathbb{R}[/$] tel que&nbsp;</div><div><br /></div><div>{{c1:: [$]\forall t \in I, \overrightarrow{T} = cos(\alpha(t))\overrightarrow{i} + sin(\alpha(t))\overrightarrow{j}[/$] }}</div>",
"On appelle disque ouvert de centre [$](a,b) \in \mathbb{R}^2[/$] et de rayon [$]r \in \mathbb{R}_+[/$] la partie de [$]\mathbb{R}^2[/$] définie par<div><br /></div><div>[$]D((a,b),r) = {{c1::\{ (x,y) \in \mathbb{R}^2, \; || (x,y) - (a,b) || &lt; r \} }}[/$]</div>",
"On dit que [$]U \in \mathbb{R}^2[/$] est une partie ouverte de [$]\mathbb{R}^2[/$] si {{c1::pour tout [$](a,b) \in U[/$], il existe r &gt; 0 tel que [$]D((a,b) , r ) \subset U[/$]}}",
"Soit U une partie ouverte de [$]\mathbb{R}^2[/$] et [$]f : U \to \mathbb{R}[/$]. On dit que f possède une dérivée partielle par rapport à x en [$](a,b) \in U[/$] si&nbsp;<div><br /></div><div>{{c1::<div>la limite suivante existe et est finie :&nbsp;</div><div><br /></div><div>[$$]\frac{ \delta f } { \delta x } (a,b) = \lim_{t \to 0} \frac{f(a+t,b) - f(a,b) }{t}[/$$]</div>}}</div><div><div><br /></div><div><br /></div></div>",
"Soit U un ouvert de [$]\mathbb{R}^2[/$]. Si [$]f : U \to \mathbb{R}[/$] est de classe C<sup>1</sup>&nbsp;sur U, alors pour tout [$](a,b) \in U[/$], lorsque [$]\overrightarrow{h} = (h_1,h_2) \to (0,0)[/$], on peut ecrire :<div><br /></div><div>{{c1::[$]f(a+h_1, b+h_2) = f(a,b) + h_1 \frac{\delta f}{\delta x} (a,b) + h_2&nbsp;&nbsp;\frac{\delta f}{\delta y} (a,b ) + o(||h||)[/$]}}</div><div><br /></div><div>On dit que f possède un DL<sub>1</sub>(a,b).&nbsp;</div>",
"<u>Définition gradient de f&nbsp;</u><div><u><br /></u></div><div>Soit U un ouvert de [$]\mathbb{R}^2[/$] et &nbsp;[$]f : U \to \mathbb{R}[/$] de classe C<sup>1</sup>&nbsp;sur U. Soit [$](a,b) \in U&nbsp;[/$].</div><div><br /></div><div>[$$]\overrightarrow{grad} f(a,b) = {{c1::(&nbsp;\frac{\delta f}{\delta x} (a,b) ,&nbsp;&nbsp;\frac{\delta f}{\delta y} (a,b) )}}[/$$]</div>",
"Soit U un ouvert de [$]\mathbb{R}^2[/$] et I un intervalle de [$]\mathbb{R}[/$]. Si [$]f : U \to \mathbb{R}[/$] est de classe C<sup>1</sup>&nbsp;sur U et&nbsp;<div><br /></div><div>[$$]\begin{aligned} \phi : I &amp;\to \mathbb{R}^2 \\ t &amp;\to (x(t),y(t)) \end{aligned}[/$$]</div><div><br /></div><div>est C<sup>1</sup>&nbsp;sur I et [$]\phi(I) \subset U[/$], alors [$]F = {{c1::fo\phi}} [/$] est C<sup>1</sup>&nbsp;et&nbsp;</div><div><br /></div><div>[$]\forall t \in I, \; F'(t) = {{c2::x'(t)&nbsp;&nbsp;\frac{\delta f}{\delta x} (x(t),y(y)) + y'(t)&nbsp;&nbsp;\frac{\delta f}{\delta y} (x(t),y(t))&nbsp;}}[/$]</div>",
"Soit U un ouvert de [$]\mathbb{R}^2[/$] et I un intervalle de [$]\mathbb{R}[/$]. Si [$]f : U \to \mathbb{R}[/$] est de classe C<sup>1</sup>&nbsp;sur U et&nbsp;<div><br /></div><div>[$$]\begin{aligned} \phi : I &amp;\to \mathbb{R}^2 \\ t &amp;\to (x(t),y(t)) \end{aligned}[/$$]</div><div><br /></div><div>est C<sup>1</sup>&nbsp;sur I et [$]\phi(I) \subset U[/$], alors [$]F = {{c1::fo\phi}} [/$] est C<sup>1</sup>&nbsp;et&nbsp;</div><div><br /></div><div>[$]\forall t \in I, \; F'(t) = {{c2::x'(t)&nbsp;&nbsp;\frac{\delta f}{\delta x} (x(t),y(y)) + y'(t)&nbsp;&nbsp;\frac{\delta f}{\delta y} (x(t),y(t))&nbsp;}}[/$]</div>",
"Soit U et V deux ouverts de [$]\mathbb{R}^2[/$]. Si [$]f : U \to \mathbb{R}[/$] est C<sup>1</sup>&nbsp;sur U et&nbsp;<div><br /></div><div>[$$]\begin{aligned} \phi : V &amp;\to \mathbb{R}^2 \\ (u,v) &amp;\to (x(u,v),y(u,v)) \end{aligned}[/$$]</div><div><br /></div><div>est C<sup>1 </sup>&nbsp;sur V &nbsp;et [$]\phi (V) \subset U[/$] , alors</div><div><br /></div><div><div>[$$]\begin{aligned} F = f \; o \; \phi : V &amp;\to \mathbb{R}^2 \\ (u,v) &amp;\to f(x(u,v),y(u,v)) \end{aligned}[/$$]</div></div><div><br /></div><div>est C<sup>1</sup>&nbsp;et [$]\forall(u,v) \in V^2[/$],</div><div><br /></div><div>&nbsp;[$$]\frac{\delta F}{\delta u} (u,v) =&nbsp;&nbsp;{{c1::\frac{\delta x}{\delta u}(u,v) &nbsp;\frac{\delta f}{\delta x} ( x(u,v) , y(u,v)) +&nbsp;\frac{\delta y}{\delta u}(u,v) &nbsp;\frac{\delta f}{\delta y} ( x(u,v) , y(u,v))}}[/$$]</div><div><br /></div><div><br /></div><div>&nbsp;[$$]\frac{\delta F}{\delta v} (u,v) =&nbsp;{{c1::&nbsp;\frac{\delta x}{\delta v}(u,v) &nbsp;\frac{\delta f}{\delta x} ( x(u,v) , y(u,v)) +&nbsp;\frac{\delta y}{\delta v}(u,v) &nbsp;\frac{\delta f}{\delta y} ( x(u,v) , y(u,v))}}[/$$]</div>",
"<u>Gradient en coordonnées polaires</u><div><br /></div><div>[$$]\begin{aligned} \phi : \mathbb{R}^2 &amp;\to \mathbb{R}^2 \\ (r, \theta) &nbsp;&amp;\to (rcos(\theta) , rsin(\theta) \end{aligned}[/$$]&nbsp;&nbsp;</div><div><br /></div><div><br /></div><div><br /></div><div>[$]f : \mathbb{R}^2 \to \mathbb{R} [/$] de classe C<sup>1</sup>&nbsp;sur [$]\mathbb{R}^2[/$].</div><div><br /></div><div><br /></div><div><br /></div><div>[$$]\begin{aligned} F : f \; o \; \phi : &nbsp; \mathbb{R}^2 &amp;\to \mathbb{R} \\ (r, \theta) &nbsp;&amp;\to f(rcos(\theta) , rsin(\theta)) \end{aligned}[/$$]</div><div><br /></div><div><br /></div><div><br /></div><div>[$]\overrightarrow{grad} f = &nbsp;{{c1::\frac{\delta F}{\delta r}\overrightarrow{u} }}(\theta) &nbsp;+ &nbsp; {{c1::\frac{1}{r} \frac{\delta F}{\delta \theta} }}\overrightarrow{v}(\theta) [/$]</div>",
"Soit U un ouvert de [$]\mathbb{R}^2[/$]. On dit que [$]f : U \to \mathbb{R}[/$] admet un maximum local en [$](a,b) \in U[/$] si&nbsp;<div><br /></div><div>{{c1::<div>il existe r &gt; 0 tel que&nbsp;</div><div><br /></div><div>[$]\forall (x,y) \in U n D((a,b),r), \; f(x,y) \leq f(a,b)[/$]</div>}}</div>",
"Soit U un ouvert de [$]\mathbb{R}^2[/$] et [$](a,b) \in U[/$]. Si [$]f : U \to \mathbb{R}[/$] {{c2::possède un extremum local en (a,b)}} et si {{c2::f possède des dérivées partielles au point (a,b)}}, alors<div><br /></div><div>{{c1::[$$]&nbsp;\frac{\delta f}{\delta x} (a,b) =&nbsp;\frac{\delta f}{\delta y}(a,b) = 0[/$$]}}</div>",
"Soit U un ouvert de [$]\mathbb{R}^2[/$] et [$](a,b) \in U[/$]. Si [$]f : U \to \mathbb{R}[/$] {{c2::possède un extremum local en (a,b)}} et si {{c2::f possède des dérivées partielles au point (a,b)}}, alors<div><br /></div><div>{{c1::[$$]&nbsp;\frac{\delta f}{\delta x} (a,b) =&nbsp;\frac{\delta f}{\delta y}(a,b) = 0[/$$]}}</div>",
Soit U un ouvert de [$]\mathbb{R}^2[/$] et [$]k \in \mathbb{N}^*[/$]. On dit que [$]f : U \to \mathbb{R}[/$] possède des dérivées partielles d'ordre k si&nbsp;<div><br /></div><div>1. {{c2::f possède des dérivées partielles lorsque k =1}}</div><div><br /></div><div>2. {{c3::f possède toute dérivée partielle d'une dérivée partielle d'ordre k-1 si k &gt; 1.&nbsp;}}</div><div><br /></div><div>On dit que f est de classe C<sup>k</sup>&nbsp;sur U si {{c1::f possède toutes les dérivées partielles possibles d'ordre k sur U et si celles-ci sont continues sur U}}.&nbsp;</div>,
Soit U un ouvert de [$]\mathbb{R}^2[/$] et [$]k \in \mathbb{N}^*[/$]. On dit que [$]f : U \to \mathbb{R}[/$] possède des dérivées partielles d'ordre k si&nbsp;<div><br /></div><div>1. {{c2::f possède des dérivées partielles lorsque k =1}}</div><div><br /></div><div>2. {{c3::f possède toute dérivée partielle d'une dérivée partielle d'ordre k-1 si k &gt; 1.&nbsp;}}</div><div><br /></div><div>On dit que f est de classe C<sup>k</sup>&nbsp;sur U si {{c1::f possède toutes les dérivées partielles possibles d'ordre k sur U et si celles-ci sont continues sur U}}.&nbsp;</div>,
Soit U un ouvert de [$]\mathbb{R}^2[/$] et [$]k \in \mathbb{N}^*[/$]. On dit que [$]f : U \to \mathbb{R}[/$] possède des dérivées partielles d'ordre k si&nbsp;<div><br /></div><div>1. {{c2::f possède des dérivées partielles lorsque k =1}}</div><div><br /></div><div>2. {{c3::f possède toute dérivée partielle d'une dérivée partielle d'ordre k-1 si k &gt; 1.&nbsp;}}</div><div><br /></div><div>On dit que f est de classe C<sup>k</sup>&nbsp;sur U si {{c1::f possède toutes les dérivées partielles possibles d'ordre k sur U et si celles-ci sont continues sur U}}.&nbsp;</div>,
"<u>Théroème de Schwartz pour les fonctions à deux variables réelles</u><div><u><br /></u></div><div>Si [$]f : U \to \mathbb{R}[/$] est de classe C<sup>2</sup>&nbsp;sur U, alors&nbsp;</div><div><br /></div><div>{{c1::[$$]&nbsp;\frac{\delta^2 f}{\delta x \delta y} =&nbsp;&nbsp;\frac{\delta^2 f}{\delta y \delta x}[/$$]}}</div>",
"<u>Relation entre les coordonnées d'un vecteur et celles de son image par une application (Matrices)</u><div><u><br /></u></div><div>Soit E et F deux espaces vectoriels de dimension finie, B une base de E, et C une base de F.&nbsp;</div><div><br /></div><div>Soit [$]u \in \mathcal{L}(E,F)&nbsp;[/$] et&nbsp;[$]\overrightarrow{x} \in E[/$]</div><div><br /></div><div>On note &nbsp;[$] A = {{c1::M_{B,C}(u)}}, \; X = {{c1::M_B(&nbsp;\overrightarrow{x} )}} \; et \;&nbsp;Y = {{c1::M_C( u( \overrightarrow{x} ) )}}[/$]</div><div><br /></div><div>Y = AX&nbsp;</div>",
"Soit E un espace vectoriel de dimension [$]n \in \mathbb{N}^*[/$] sur [$]\mathbb{K}[/$] et B et B' deux bases de E.&nbsp;<div><br /></div><div>Soit [$]&nbsp;\overrightarrow{x} \in E[/$]. On note [$]X = {{c1::M_B(&nbsp;\overrightarrow{x} )}}, \; X' =&nbsp;{{c1::M_{B'}( \overrightarrow{x} )}}, [/$]</div><div><br /></div><div>et P {{c1::la matrice de passage de B à B'}}.</div><div><br /></div><div>X = PX'</div>",
"Soit E un espace vectoriel de dimension [$]p \in \mathbb{N}^*[/$] sur [$]\mathbb{K}[/$] et B et B' deux bases de E.&nbsp;<div>Soit F un espace vectoriel de dimension [$]n \in \mathbb{N}^*[/$] sur [$]\mathbb{K}[/$] et C et C' deux bases de F.&nbsp;<br /><div><br /></div><div>Soit [$]u \in \mathcal{L}(E,F)&nbsp;[/$]</div></div><div><br /></div><div>On pose [$]U = {{c1::M_{B,C}(u)}},&nbsp;U' = {{c1::M_{B',C'}(u)}}, \; et \; P = {{c1::P_{B \to B'} }}, \; Q = {{c1::P_{C \to C'} }}[/$]</div><div><br /></div><div>U = QU'P<sup>-1</sup>&nbsp;</div>",
"Soit E un espace vectoriel de dimension [$]p \in \mathbb{N}^*[/$] sur [$]\mathbb{K}[/$] et B et B' deux bases de E.&nbsp;<div><div><br /></div><div>Soit [$]u \in \mathcal{L}(E)&nbsp;[/$]</div></div><div><br /></div><div>On pose [$]U = {{c1::M_{B}(u)}},&nbsp;U' = {{c1::M_{B'}(u)}}, \; et \; P = {{c1::P_{B \to B'} }}[/$]</div><div><br /></div><div>[$]U = PU'P^{-1}[/$]</div>",
"Soit [$](u_n)_{n \in \mathbb{N} }[/$] une suite de termes réels ou complexes.&nbsp;<div><br /></div><div>[$]U_n = {{c1::\sum_{k=0}^n u_k}}[/$] est appelé somme partielle d'ordre n.</div><div><br /></div><div>Si {{c2::la suite&nbsp;[$](U_n)_{n \in \mathbb{N} }[/$] converge}}, on dit que la série [$]\{u_n\}[/$] converge et le nombre [$]S = {{c2::\lim_{n \to \infty} U_n}}[/$] est appelé somme de la série &nbsp;[$]\{u_n\}[/$] et est notée [$]\sum_{k=0}^{+ \infty} u_n&nbsp;[/$]</div>",
"Soit [$](u_n)_{n \in \mathbb{N} }[/$] une suite de termes réels ou complexes.&nbsp;<div><br /></div><div>[$]U_n = {{c1::\sum_{k=0}^n u_k}}[/$] est appelé somme partielle d'ordre n.</div><div><br /></div><div>Si {{c2::la suite&nbsp;[$](U_n)_{n \in \mathbb{N} }[/$] converge}}, on dit que la série [$]\{u_n\}[/$] converge et le nombre [$]S = {{c2::\lim_{n \to \infty} U_n}}[/$] est appelé somme de la série &nbsp;[$]\{u_n\}[/$] et est notée [$]\sum_{k=0}^{+ \infty} u_n&nbsp;[/$]</div>",
L'ensemble des séries relles (resp. complexes) convergentes est un espace vectoriel sur [$]\mathbb{R}[/$] (resp. [$]\mathbb{C}[/$]).<div><br /></div><div>Vrai ou Faux ?</div>,Vrai
"<u>Condition nécessaire de convergence d'une série numérique&nbsp;</u><div><br /></div><div>Si {u<sub>n</sub>} est une série convergente, alors {{c1::[$]\lim_{n \to &nbsp;+\infty} (u_n) = 0[/$]}}</div>",
"Soit {u<sub>n</sub>} une série convergente. Pour tout entier n, la série {{c1::[$]\{ u_{n+k} \}_{ k \in \mathbb{N} }[/$]}} est convergente.&nbsp;<div><br /></div><div>{{c1::[$]r_n = \sum_{k=0}^{+ \infty} u_{n+k}[/$]}} est appelé reste d'ordre n de la série.&nbsp;</div>",
Une&nbsp;{{c1::série à termes positifs {u<sub>n</sub>} est convergente}}&nbsp;si et seulement si&nbsp;{{c2::la suite de ses sommes partielles (U<sub>n</sub>) est majorée.}}&nbsp;,
Une&nbsp;{{c1::série à termes positifs {u<sub>n</sub>} est convergente}}&nbsp;si et seulement si&nbsp;{{c2::la suite de ses sommes partielles (U<sub>n</sub>) est majorée.}}&nbsp;,
"Si deux suites (u<sub>n</sub>) et (v<sub>n</sub>) à termes positifs sont {{c1::équivalentes}}, alors&nbsp;{{c2::les séries {u<sub>n</sub>} et {v<sub>n</sub>} ont même nature}}.&nbsp;",
"Si deux suites (u<sub>n</sub>) et (v<sub>n</sub>) à termes positifs sont {{c1::équivalentes}}, alors&nbsp;{{c2::les séries {u<sub>n</sub>} et {v<sub>n</sub>} ont même nature}}.&nbsp;",
"Soient deux&nbsp;suites (u<sub>n</sub>) et (v<sub>n</sub>) à termes positifs telles que (u<sub>n</sub>) = O(v<sub>n</sub>) ou telles que&nbsp;&nbsp;(v<sub>n</sub>) = o(u<sub>n</sub>).<div><br /></div><div>Si la série&nbsp;{{c1::{v<sub>n</sub>} }} converge, alors la série&nbsp;{{c1::{u<sub>n</sub>} }} converge aussi.</div>",
"Soient deux&nbsp;suites (u<sub>n</sub>) et (v<sub>n</sub>) à termes positifs telles que (u<sub>n</sub>) = O(v<sub>n</sub>) ou telles que&nbsp;&nbsp;(v<sub>n</sub>) = o(u<sub>n</sub>).<div><br /></div><div>Si la série {{c1::{u<sub>n</sub>} }} diverge, alors la série&nbsp;{{c1::{v<sub>n</sub>} }} diverge aussi.</div>",
"Soient (u<sub>n</sub>) et (v<sub>n</sub>) deux suites à termes positifs telles que {{c2::[$]\forall n \geq n_0, \; \frac{u_{n+1} }{u_n} \leq&nbsp;\frac{v_{n+1} }{v_n}[/$]}}<div><br /></div><div>Alors,&nbsp;{{c1::(u<sub>n</sub>) = O(v<sub>n</sub>)}}&nbsp;</div>",
"Soient (u<sub>n</sub>) et (v<sub>n</sub>) deux suites à termes positifs telles que {{c2::[$]\forall n \geq n_0, \; \frac{u_{n+1} }{u_n} \leq&nbsp;\frac{v_{n+1} }{v_n}[/$]}}<div><br /></div><div>Alors,&nbsp;{{c1::(u<sub>n</sub>) = O(v<sub>n</sub>)}}&nbsp;</div>",
"Soit (u<sub>n</sub>) une suite à termes positifs telle que [$]\forall n \geq n_0, \; u_n &gt; 0[/$]<div><br /></div><div>a) Si [$]\lim_{n \to + \infty} \frac{u_{n+1} }{u_n} ={{c1:: L &lt; 1}}[/$], alors&nbsp;{{c2::la série {u<sub>n</sub>} converge}}.&nbsp;</div>",
"Soit (u<sub>n</sub>) une suite à termes positifs telle que [$]\forall n \geq n_0, \; u_n &gt; 0[/$]<div><br /></div><div>a) Si [$]\lim_{n \to + \infty} \frac{u_{n+1} }{u_n} ={{c1:: L &lt; 1}}[/$], alors&nbsp;{{c2::la série {u<sub>n</sub>} converge}}.&nbsp;</div>",
"Soit (u<sub>n</sub>) une suite à termes positifs telle que [$]\forall n \geq n_0, \; u_n &gt; 0[/$]<div><br /><div>b) Si [$]\lim_{n \to + \infty} \frac{u_{n+1} }{u_n} = {{c2::L &gt; 1}} [/$], alors&nbsp;{{c1::la série {u<sub>n</sub>} diverge grossièrement.}}</div></div>",
"Soit (u<sub>n</sub>) une suite à termes positifs telle que [$]\forall n \geq n_0, \; u_n &gt; 0[/$]<div><br /><div>b) Si [$]\lim_{n \to + \infty} \frac{u_{n+1} }{u_n} = {{c2::L &gt; 1}} [/$], alors&nbsp;{{c1::la série {u<sub>n</sub>} diverge grossièrement.}}</div></div>",
"Soit (u<sub>n</sub>) une suite à termes positifs telle que [$]\forall n \geq n_0, \; u_n &gt; 0[/$]<div><br><div>c) Dans le cas où&nbsp;[$]\lim_{n \to + \infty} \frac{u_{n+1} }{u_n} ={{c1::1}}[/$], alors {{c2::on ne peut rien dire de général}},<br><br> cependant si&nbsp;[$]\lim_{n \to + \infty} \frac{u_{n+1} }{u_n} ={{c1::1^+}}[/$], alors&nbsp;{{c2::la série {u<sub>n</sub>} diverge grossièrement.}}&nbsp;</div></div>",
"Soit (u<sub>n</sub>) une suite à termes positifs telle que [$]\forall n \geq n_0, \; u_n &gt; 0[/$]<div><br><div>c) Dans le cas où&nbsp;[$]\lim_{n \to + \infty} \frac{u_{n+1} }{u_n} ={{c1::1}}[/$], alors {{c2::on ne peut rien dire de général}},<br><br> cependant si&nbsp;[$]\lim_{n \to + \infty} \frac{u_{n+1} }{u_n} ={{c1::1^+}}[/$], alors&nbsp;{{c2::la série {u<sub>n</sub>} diverge grossièrement.}}&nbsp;</div></div>",
"Soit f une fonction {{c2::positive, décroissante et continue par morceaux sur [$][p, +\infty] \; (p \in \mathbb{N} )[/$]}}<div><br /></div><div>Alors, la série [$]\sum_{n=p}^{+ \infty} f(n)[/$] converge si et seulement si {{c1::l'intégrale [$]\int_p^X f(t)dt[/$] a une limite finie quand [$]X \to + \infty[/$]}}</div>",
"Soit f une fonction {{c2::positive, décroissante et continue par morceaux sur [$][p, +\infty] \; (p \in \mathbb{N} )[/$]}}<div><br /></div><div>Alors, la série [$]\sum_{n=p}^{+ \infty} f(n)[/$] converge si et seulement si {{c1::l'intégrale [$]\int_p^X f(t)dt[/$] a une limite finie quand [$]X \to + \infty[/$]}}</div>",
"On appelle série de Riemann toute série de la forme {{c1::[$]\{ \frac{1}{n^\alpha} \}, \; \alpha \in \mathbb{R}[/$]}}",
"On appelle série de Bertrand toute série de la forme {{c1::[$]\{ \frac{1}{n^\alpha ln(n)^\beta} \}, \; \alpha, \beta \in \mathbb{R}[/$]}}",
Une série de Riemann [$]\{ \frac{1}{n^\alpha} \}[/$] converge si seulement si {{c1::[$]\alpha &gt; 1[/$]}},
"Une série de Bertrand [$]\{ \frac{1}{n^\alpha ln(n)^{\beta} } \}[/$]&nbsp;<div><br /></div><div>si [$]\alpha &gt; 1[/$], &nbsp;{{c1::converge&nbsp;pour tout [$]\beta[/$]}}</div>",
